

cancer	gene	sample	tumor methylation	normal methylation	tumor expression	normal expression
brca	NM_001042669	TCGA-BH-A204	0.8943	0.2032	172.2846	1430.1741
brca	NM_001042669	TCGA-BH-A208	0.5014	0.5622	586.1205	310.1263
brca	NM_001042669	TCGA-BH-A209	0.7889	0.4735	519.9763	527.5160
brca	NM_001042669	TCGA-BH-A28O	0.5319		387.9718	
brca	NM_001042669	TCGA-BH-A28Q	0.8947		155.7869	
brca	NM_001042669	TCGA-BH-A2L8	0.8713		237.2626	
brca	NM_001042669	TCGA-BH-A42T	0.8901		126.5238	
brca	NM_001042669	TCGA-BH-A42U	0.4621		190.2782	
brca	NM_001042669	TCGA-BH-A42V	0.7823		293.6982	
brca	NM_001042669	TCGA-BH-A6R8	0.9032		59.6809	
brca	NM_001042669	TCGA-BH-A6R9	0.5565		397.3941	
brca	NM_001042669	TCGA-BH-A8FY	0.8647			
brca	NM_001042669	TCGA-BH-A8FZ	0.8283			
brca	NM_001042669	TCGA-BH-A8G0	0.6550			
brca	NM_001042669	TCGA-C8-A1HE	0.9316		121.9104	
brca	NM_001042669	TCGA-C8-A1HF	0.9104		165.7262	
brca	NM_001042669	TCGA-C8-A1HG	0.8733		122.4340	
brca	NM_001042669	TCGA-C8-A1HI	0.7727		142.3395	
brca	NM_001042669	TCGA-C8-A1HJ	0.8914		123.9496	
brca	NM_001042669	TCGA-C8-A1HK	0.8325		283.0708	
brca	NM_001042669	TCGA-C8-A1HL	0.7921		306.1435	
brca	NM_001042669	TCGA-C8-A1HM	0.5187		100.3788	
brca	NM_001042669	TCGA-C8-A1HN	0.8830		144.3177	
brca	NM_001042669	TCGA-C8-A1HO	0.9001		97.7791	
brca	NM_001042669	TCGA-C8-A26V	0.5890		486.8575	
brca	NM_001042669	TCGA-C8-A26W	0.8710		239.0760	
brca	NM_001042669	TCGA-C8-A26X	0.6114		337.1612	
brca	NM_001042669	TCGA-C8-A26Y	0.8566		86.8900	
brca	NM_001042669	TCGA-C8-A26Z	0.8990		138.0653	
brca	NM_001042669	TCGA-C8-A273	0.9220		120.8388	
brca	NM_001042669	TCGA-C8-A274	0.9359		85.4654	
brca	NM_001042669	TCGA-C8-A275	0.9088		175.6399	
brca	NM_001042669	TCGA-C8-A278	0.8012		243.8731	
brca	NM_001042669	TCGA-C8-A27A	0.9040		138.4488	
brca	NM_001042669	TCGA-C8-A27B	0.8824		71.2608	
brca	NM_001042669	TCGA-C8-A3M7	0.7392		293.3071	
brca	NM_001042669	TCGA-C8-A3M8	0.8569		173.3333	
brca	NM_001042669	TCGA-C8-A8HP	0.7335			
brca	NM_001042669	TCGA-C8-A8HQ	0.8430			
brca	NM_001042669	TCGA-C8-A8HR	0.6351			
brca	NM_001042669	TCGA-D8-A1J8	0.8672		118.5976	
brca	NM_001042669	TCGA-D8-A1J9	0.8162		208.5296	
brca	NM_001042669	TCGA-D8-A1JA	0.7580		289.0033	
brca	NM_001042669	TCGA-D8-A1JB	0.7348		192.2082	
brca	NM_001042669	TCGA-D8-A1JC	0.8844		142.9730	
brca	NM_001042669	TCGA-D8-A1JD	0.8325		176.2958	
brca	NM_001042669	TCGA-D8-A1JE	0.7910		210.7509	
brca	NM_001042669	TCGA-D8-A1JF	0.5681		120.8783	
brca	NM_001042669	TCGA-D8-A1JG	0.7897		179.0312	
brca	NM_001042669	TCGA-D8-A1JH	0.6867		254.3809	
brca	NM_001042669	TCGA-D8-A1JI	0.8976		53.2396	
brca	NM_001042669	TCGA-D8-A1JJ	0.7256		145.8931	
brca	NM_001042669	TCGA-D8-A1JK	0.5061		210.1251	
brca	NM_001042669	TCGA-D8-A1JL	0.6166		116.6045	
brca	NM_001042669	TCGA-D8-A1JM	0.8781		54.9459	
brca	NM_001042669	TCGA-D8-A1JN	0.9412		274.6281	
brca	NM_001042669	TCGA-D8-A1JP	0.8462		215.6580	
brca	NM_001042669	TCGA-D8-A1JS	0.9371		67.8514	
brca	NM_001042669	TCGA-D8-A1JT	0.9326		115.2472	
brca	NM_001042669	TCGA-D8-A1JU	0.6646		443.9238	
brca	NM_001042669	TCGA-D8-A1X5	0.8511		135.7042	
brca	NM_001042669	TCGA-D8-A1X6	0.9007		146.6942	
brca	NM_001042669	TCGA-D8-A1X7	0.9068		633.0206	
brca	NM_001042669	TCGA-D8-A1X8	0.8554		169.6507	
brca	NM_001042669	TCGA-D8-A1X9	0.8802		221.5758	
brca	NM_001042669	TCGA-D8-A1XA	0.5163		149.6957	
brca	NM_001042669	TCGA-D8-A1XB	0.8340		176.4975	
brca	NM_001042669	TCGA-D8-A1XC	0.9265		77.9451	
brca	NM_001042669	TCGA-D8-A1XD	0.8903		155.6795	
brca	NM_001042669	TCGA-D8-A1XF	0.9319		100.6377	
brca	NM_001042669	TCGA-D8-A1XG	0.2637		127.2491	
brca	NM_001042669	TCGA-D8-A1XJ	0.7851		96.9280	
brca	NM_001042669	TCGA-D8-A1XK	0.7483		189.2607	
brca	NM_001042669	TCGA-D8-A1XL	0.8923		114.0113	
brca	NM_001042669	TCGA-D8-A1XM	0.8286		308.8080	
brca	NM_001042669	TCGA-D8-A1XO	0.7902		338.4680	
brca	NM_001042669	TCGA-D8-A1XQ	0.5231		89.5886	
brca	NM_001042669	TCGA-D8-A1XR	0.8418		103.2565	
brca	NM_001042669	TCGA-D8-A1XS	0.8585		163.3794	
brca	NM_001042669	TCGA-D8-A1XT	0.7568		260.5992	
brca	NM_001042669	TCGA-D8-A1XU	0.7693		250.5016	
brca	NM_001042669	TCGA-D8-A1XV	0.9238		88.6141	
brca	NM_001042669	TCGA-D8-A1XW	0.2216		278.0829	
brca	NM_001042669	TCGA-D8-A1XY	0.7232		333.7740	
brca	NM_001042669	TCGA-D8-A1XZ	0.7144		256.5181	
brca	NM_001042669	TCGA-D8-A1Y0	0.8950		186.6784	
brca	NM_001042669	TCGA-D8-A1Y1	0.7841		282.3551	
brca	NM_001042669	TCGA-D8-A1Y2	0.7966		318.8896	
brca	NM_001042669	TCGA-D8-A1Y3	0.7179		81.1045	
brca	NM_001042669	TCGA-D8-A27E	0.7594		90.9942	
brca	NM_001042669	TCGA-D8-A27F	0.4821		111.8212	
brca	NM_001042669	TCGA-D8-A27G	0.8464		423.1143	
brca	NM_001042669	TCGA-D8-A27H	0.8437		157.4938	
brca	NM_001042669	TCGA-D8-A27I	0.5430		371.9032	
brca	NM_001042669	TCGA-D8-A27K	0.8789		182.6767	
brca	NM_001042669	TCGA-D8-A27L	0.8107		216.3553	
brca	NM_001042669	TCGA-D8-A27M	0.7999		261.3916	
brca	NM_001042669	TCGA-D8-A27N	0.8963		611.1065	
brca	NM_001042669	TCGA-D8-A27P	0.8231		91.0165	
brca	NM_001042669	TCGA-D8-A27R	0.8174		114.4578	
brca	NM_001042669	TCGA-D8-A27T	0.8179		240.1132	
brca	NM_001042669	TCGA-D8-A27V	0.8720		321.0990	
brca	NM_001042669	TCGA-D8-A27W	0.8866		168.3436	
brca	NM_001042669	TCGA-D8-A3Z5	0.7183		123.0455	
brca	NM_001042669	TCGA-D8-A3Z6	0.8798		118.9384	
brca	NM_001042669	TCGA-D8-A4Z1	0.5741		212.4946	
brca	NM_001042669	TCGA-D8-A73U	0.6916		271.5175	
brca	NM_001042669	TCGA-D8-A73W	0.3051			
brca	NM_001042669	TCGA-D8-A73X	0.8962		137.5792	
brca	NM_001042669	TCGA-E2-A105	0.8928		104.8077	
brca	NM_001042669	TCGA-E2-A106	0.8491		79.3191	
brca	NM_001042669	TCGA-E2-A107	0.8912		231.7355	
brca	NM_001042669	TCGA-E2-A108	0.7517		407.0131	
brca	NM_001042669	TCGA-E2-A109	0.8604		163.8183	
brca	NM_001042669	TCGA-E2-A10B	0.7981		121.1949	
brca	NM_001042669	TCGA-E2-A10C	0.8088		1421.5033	
brca	NM_001042669	TCGA-E2-A10E	0.8815		92.7028	
brca	NM_001042669	TCGA-E2-A10F	0.8466		189.6286	
brca	NM_001042669	TCGA-E2-A14N	0.5093		119.2762	
brca	NM_001042669	TCGA-E2-A14U	0.6741		112.8165	
brca	NM_001042669	TCGA-E2-A15I	0.8554	0.2010	161.7870	1226.8796
brca	NM_001042669	TCGA-E2-A15J	0.9116		102.8269	
brca	NM_001042669	TCGA-E2-A15K	0.0980	0.3404	29.3028	385.6524
brca	NM_001042669	TCGA-E2-A1AZ	0.4152		287.3218	
brca	NM_001042669	TCGA-E2-A1B0	0.5433		261.9755	
brca	NM_001042669	TCGA-E2-A1B1	0.7915		381.9846	
brca	NM_001042669	TCGA-E2-A1B4	0.8902		94.6401	
brca	NM_001042669	TCGA-E2-A1B5	0.8585	0.3994	301.3231	
brca	NM_001042669	TCGA-E2-A1B6	0.7078		499.7769	
brca	NM_001042669	TCGA-E2-A1BC	0.7881	0.1954	237.0724	
brca	NM_001042669	TCGA-E2-A1BD	0.9069		125.8178	
brca	NM_001042669	TCGA-E2-A1IE	0.8895		116.3500	
brca	NM_001042669	TCGA-E2-A1IF	0.6713	0.4388	248.4427	
brca	NM_001042669	TCGA-E2-A1IG	0.8591		237.1092	439.4500
brca	NM_001042669	TCGA-E2-A1IH	0.7721		261.8325	
brca	NM_001042669	TCGA-E2-A1II	0.7499	0.3178	107.9249	
brca	NM_001042669	TCGA-E2-A1IJ	0.5938		1009.6339	
brca	NM_001042669	TCGA-E2-A1IK	0.8564		113.8889	
brca	NM_001042669	TCGA-E2-A1IL	0.7431		138.4845	
brca	NM_001042669	TCGA-E2-A1IN	0.8345		262.6703	
brca	NM_001042669	TCGA-E2-A1IO	0.8363	0.3260	306.2668	
brca	NM_001042669	TCGA-E2-A1IP	0.7649		154.7269	
brca	NM_001042669	TCGA-E2-A1IU	0.7702		99.8972	
brca	NM_001042669	TCGA-E2-A1L6	0.8255		183.8722	
brca	NM_001042669	TCGA-E2-A1L7	0.9287	0.4907	335.3148	479.2345
brca	NM_001042669	TCGA-E2-A1L8	0.5541		190.7828	
brca	NM_001042669	TCGA-E2-A1L9	0.8197		251.9537	
brca	NM_001042669	TCGA-E2-A1LA	0.7324		98.7984	
brca	NM_001042669	TCGA-E2-A1LB	0.5864	0.5490	165.3375	255.6329
brca	NM_001042669	TCGA-E2-A1LE	0.8148		302.3185	
brca	NM_001042669	TCGA-E2-A1LG	0.8788		79.5455	
brca	NM_001042669	TCGA-E2-A1LH	0.8191		157.4378	294.2022
brca	NM_001042669	TCGA-E2-A1LI	0.5818	0.5519	87.4399	
brca	NM_001042669	TCGA-E2-A1LK	0.9269		88.0367	
brca	NM_001042669	TCGA-E2-A1LL	0.6718		74.8525	
brca	NM_001042669	TCGA-E2-A1LS	0.1406	0.3600	384.8849	846.8012
brca	NM_001042669	TCGA-E2-A2P5	0.8754		149.9629	
brca	NM_001042669	TCGA-E2-A2P6	0.9184		177.8400	
brca	NM_001042669	TCGA-E2-A3DX	0.7382		457.5235	
brca	NM_001042669	TCGA-E2-A56Z	0.9213		65.3742	
brca	NM_001042669	TCGA-E2-A570	0.8284		138.5768	
brca	NM_001042669	TCGA-E2-A572	0.8741		21.9918	
brca	NM_001042669	TCGA-E2-A573	0.7576		109.2959	
brca	NM_001042669	TCGA-E2-A574	0.8501		20.2020	
brca	NM_001042669	TCGA-E2-A576	0.8768		60.4950	
brca	NM_001042669	TCGA-E9-A1N3	0.8990		72.7825	
brca	NM_001042669	TCGA-E9-A1N4	0.8615	0.6041	284.4717	222.1727
brca	NM_001042669	TCGA-E9-A1N5	0.8932	0.6628	246.9638	194.4822
brca	NM_001042669	TCGA-E9-A1N6	0.8133	0.4772	246.0808	391.4458
brca	NM_001042669	TCGA-E9-A1N8	0.6737	0.2337	131.0474	
brca	NM_001042669	TCGA-E9-A1N9	0.8722		156.4063	398.7199
brca	NM_001042669	TCGA-E9-A1NA	0.9097	0.4064	185.8380	453.4382
brca	NM_001042669	TCGA-E9-A1NC	0.7081		135.8379	
brca	NM_001042669	TCGA-E9-A1ND	0.8936	0.4377	202.8975	473.2754
brca	NM_001042669	TCGA-E9-A1NE	0.8262	0.4001	224.8031	
brca	NM_001042669	TCGA-E9-A1NF	0.7798	0.1381	518.8501	882.1101
brca	NM_001042669	TCGA-E9-A1NG	0.5664	0.2013	380.9379	603.3095
brca	NM_001042669	TCGA-E9-A1NH	0.8753		320.6619	
brca	NM_001042669	TCGA-E9-A1NI	0.8970		189.2596	
brca	NM_001042669	TCGA-E9-A1QZ	0.8395		292.5736	
brca	NM_001042669	TCGA-E9-A1R0	0.7459		217.0371	
brca	NM_001042669	TCGA-E9-A1R2	0.8979		176.6329	
brca	NM_001042669	TCGA-E9-A1R3	0.7197		247.4950	
brca	NM_001042669	TCGA-E9-A1R4	0.8630		398.2085	
brca	NM_001042669	TCGA-E9-A1R5	0.8756		136.4494	
brca	NM_001042669	TCGA-E9-A1R6	0.8726		74.4337	
brca	NM_001042669	TCGA-E9-A1R7	0.8748	0.2306	83.0401	786.8123
brca	NM_001042669	TCGA-E9-A1RA	0.8612		138.4181	
brca	NM_001042669	TCGA-E9-A1RB	0.4444	0.3808	263.5276	795.1901
brca	NM_001042669	TCGA-E9-A1RC	0.8523	0.2438	417.1627	968.2775
brca	NM_001042669	TCGA-E9-A1RD	0.9148	0.3225	147.9385	675.7849
brca	NM_001042669	TCGA-E9-A1RE	0.8970		162.4854	
brca	NM_001042669	TCGA-E9-A1RF	0.9087	0.2305	246.0936	624.3981
brca	NM_001042669	TCGA-E9-A1RG	0.2471		126.1553	
brca	NM_001042669	TCGA-E9-A1RH	0.2264	0.1407	99.9128	515.4941
brca	NM_001042669	TCGA-E9-A1RI	0.8309	0.2501	260.7298	796.8312
brca	NM_001042669	TCGA-E9-A226	0.8667		113.8501	
brca	NM_001042669	TCGA-E9-A227	0.8871		198.2434	
brca	NM_001042669	TCGA-E9-A228	0.9038		153.8572	
brca	NM_001042669	TCGA-E9-A229	0.8021		248.2133	
brca	NM_001042669	TCGA-E9-A22A	0.8636		317.4041	
brca	NM_001042669	TCGA-E9-A22B	0.8937		212.7172	
brca	NM_001042669	TCGA-E9-A22D	0.9108		122.9698	
brca	NM_001042669	TCGA-E9-A22E	0.7347		596.0314	
brca	NM_001042669	TCGA-E9-A22G	0.8726		282.9822	
brca	NM_001042669	TCGA-E9-A22H	0.8669		138.6875	
brca	NM_001042669	TCGA-E9-A243	0.8528		341.8903	
brca	NM_001042669	TCGA-E9-A244	0.8239		137.5368	
brca	NM_001042669	TCGA-E9-A245	0.8902		115.0318	
brca	NM_001042669	TCGA-E9-A247	0.9191		206.6199	
brca	NM_001042669	TCGA-E9-A248	0.7677		509.8737	
brca	NM_001042669	TCGA-E9-A249	0.9072		57.2295	
brca	NM_001042669	TCGA-E9-A24A	0.9223		273.5453	
brca	NM_001042669	TCGA-E9-A295	0.8872		258.3605	
brca	NM_001042669	TCGA-E9-A2JS	0.8667		109.2727	
brca	NM_001042669	TCGA-E9-A2JT	0.7042		844.9008	
brca	NM_001042669	TCGA-E9-A3HO	0.8696		96.5981	
brca	NM_001042669	TCGA-E9-A3Q9	0.8650		197.7888	
brca	NM_001042669	TCGA-E9-A3QA	0.6988		92.8928	
brca	NM_001042669	TCGA-E9-A3X8	0.7837		154.4503	
brca	NM_001042669	TCGA-E9-A54X	0.8343		125.6207	
brca	NM_001042669	TCGA-E9-A54Y	0.8922			
brca	NM_001042669	TCGA-E9-A5UO	0.9194		176.9042	
brca	NM_001042669	TCGA-E9-A5UP	0.9233		20.3674	
brca	NM_001042669	TCGA-E9-A6HE	0.8065		199.7699	
brca	NM_001042669	TCGA-EW-A1IW	0.7867		198.4149	
brca	NM_001042669	TCGA-EW-A1IX	0.7475		246.4680	
brca	NM_001042669	TCGA-EW-A1IY	0.8702		193.5772	
brca	NM_001042669	TCGA-EW-A1IZ	0.8567		163.7627	
brca	NM_001042669	TCGA-EW-A1J1	0.9163		190.5679	
brca	NM_001042669	TCGA-EW-A1J2	0.8573		261.6283	
brca	NM_001042669	TCGA-EW-A1J3	0.9289		124.7545	
brca	NM_001042669	TCGA-EW-A1J5	0.8952		200.2632	
brca	NM_001042669	TCGA-EW-A1J6	0.2857		109.0295	
brca	NM_001042669	TCGA-EW-A1OV	0.8556		256.3291	
brca	NM_001042669	TCGA-EW-A1OW	0.2112		214.9970	
brca	NM_001042669	TCGA-EW-A1OX	0.9378		68.1141	
brca	NM_001042669	TCGA-EW-A1OY	0.2916		265.6331	
brca	NM_001042669	TCGA-EW-A1OZ	0.8922		141.7364	
brca	NM_001042669	TCGA-EW-A1P0	0.9436		168.4540	
brca	NM_001042669	TCGA-EW-A1P1	0.6794		408.2150	
brca	NM_001042669	TCGA-EW-A1P3	0.8571		178.9298	
brca	NM_001042669	TCGA-EW-A1P4	0.8625		204.6317	
brca	NM_001042669	TCGA-EW-A1P5	0.9415		92.8905	
brca	NM_001042669	TCGA-EW-A1P6	0.5238		185.2097	
brca	NM_001042669	TCGA-EW-A1P7	0.6133		485.9272	
brca	NM_001042669	TCGA-EW-A1P8	0.5387		78.4946	
brca	NM_001042669	TCGA-EW-A1PA	0.8862		151.5605	
brca	NM_001042669	TCGA-EW-A1PB	0.8954		214.9316	
brca	NM_001042669	TCGA-EW-A1PC	0.8215		288.5701	
brca	NM_001042669	TCGA-EW-A1PD	0.8234		241.0363	
brca	NM_001042669	TCGA-EW-A1PE	0.8829		190.7335	
brca	NM_001042669	TCGA-EW-A1PF	0.7908		227.7798	
brca	NM_001042669	TCGA-EW-A1PG	0.6357		230.9392	
brca	NM_001042669	TCGA-EW-A1PH	0.2776		96.5418	
brca	NM_001042669	TCGA-EW-A2FR	0.6674		375.8248	
brca	NM_001042669	TCGA-EW-A2FS	0.8393		138.6726	
brca	NM_001042669	TCGA-EW-A2FV	0.8655		695.1818	
brca	NM_001042669	TCGA-EW-A2FW	0.9299		140.6773	
brca	NM_001042669	TCGA-EW-A3E8	0.8349		245.2151	
brca	NM_001042669	TCGA-EW-A3U0	0.6981		204.7298	
brca	NM_001042669	TCGA-EW-A423	0.9041		174.8418	
brca	NM_001042669	TCGA-EW-A424	0.8440		146.1275	
brca	NM_001042669	TCGA-EW-A6S9	0.8684		157.1702	
brca	NM_001042669	TCGA-EW-A6SA	0.8775		81.3223	
brca	NM_001042669	TCGA-EW-A6SB	0.5775		62.0301	
brca	NM_001042669	TCGA-EW-A6SC	0.8071		190.1763	
brca	NM_001042669	TCGA-EW-A6SD	0.2469		108.9347	
brca	NM_001042669	TCGA-GI-A2C8	0.8521		377.1754	467.4250
brca	NM_001042669	TCGA-GI-A2C9	0.7602		204.0407	440.6618
brca	NM_001042669	TCGA-GM-A2D9	0.8982		214.0275	
brca	NM_001042669	TCGA-GM-A2DA	0.3989		285.5592	
brca	NM_001042669	TCGA-GM-A2DB	0.7152		161.8195	
brca	NM_001042669	TCGA-GM-A2DC	0.8778		82.6152	
brca	NM_001042669	TCGA-GM-A2DD	0.6495		286.8036	
brca	NM_001042669	TCGA-GM-A2DF	0.6792		117.4699	
brca	NM_001042669	TCGA-GM-A2DH	0.8917		252.6728	
brca	NM_001042669	TCGA-GM-A2DI	0.8598		378.1646	
brca	NM_001042669	TCGA-GM-A2DK	0.8227		182.4896	
brca	NM_001042669	TCGA-GM-A2DL	0.8750		247.3871	
brca	NM_001042669	TCGA-GM-A2DM	0.9142		104.5191	
brca	NM_001042669	TCGA-GM-A2DN	0.8294		113.7678	
brca	NM_001042669	TCGA-GM-A2DO	0.8707		457.6772	
brca	NM_001042669	TCGA-GM-A3NW	0.8626		100.1478	
brca	NM_001042669	TCGA-GM-A3NY	0.9034		150.0867	
brca	NM_001042669	TCGA-GM-A3XG	0.5219		340.7652	
brca	NM_001042669	TCGA-GM-A3XL	0.8033		106.2651	
brca	NM_001042669	TCGA-GM-A3XN	0.7879		259.4038	
brca	NM_001042669	TCGA-GM-A4E0	0.7226		577.1624	
brca	NM_001042669	TCGA-GM-A5PV	0.8524		106.6191	
brca	NM_001042669	TCGA-GM-A5PX	0.8002		209.4568	
brca	NM_001042669	TCGA-HN-A2NL	0.9089		57.9068	
brca	NM_001042669	TCGA-JL-A3YW	0.6300		234.8703	
brca	NM_001042669	TCGA-JL-A3YX	0.8676		133.1682	
brca	NM_001042669	TCGA-LD-A66U	0.7755		137.8277	
brca	NM_001042669	TCGA-LD-A74U	0.8013		500.1021	
brca	NM_001042669	TCGA-LD-A7W5	0.8171			
brca	NM_001042669	TCGA-LD-A7W6	0.8620			
brca	NM_001042669	TCGA-LL-A440	0.5877		470.3725	
brca	NM_001042669	TCGA-LL-A441	0.5836		258.2067	
brca	NM_001042669	TCGA-LL-A442	0.8903		170.6494	
brca	NM_001042669	TCGA-LL-A50Y	0.9012		89.7225	
brca	NM_001042669	TCGA-LL-A5YL	0.8338		129.6519	
brca	NM_001042669	TCGA-LL-A5YM	0.8341		41.7781	
brca	NM_001042669	TCGA-LL-A5YN	0.6681		132.1839	
brca	NM_001042669	TCGA-LL-A5YO	0.8691		165.7717	
brca	NM_001042669	TCGA-LL-A5YP	0.1949		193.4901	
brca	NM_001042669	TCGA-LL-A6FP	0.3258		28.2258	
brca	NM_001042669	TCGA-LL-A6FQ	0.8643		85.2567	
brca	NM_001042669	TCGA-LL-A6FR	0.2518		39.8568	
brca	NM_001042669	TCGA-LL-A73Y	0.5592		173.4073	
brca	NM_001042669	TCGA-LL-A73Z	0.6675		228.1910	
brca	NM_001042669	TCGA-LL-A740	0.8234		188.1308	
brca	NM_001042669	TCGA-LL-A7SZ	0.3380			
brca	NM_001042669	TCGA-LL-A7T0	0.9367			
brca	NM_001042669	TCGA-LL-A8F5	0.6608			
brca	NM_001042669	TCGA-LQ-A4E4	0.8662		961.5349	
brca	NM_001042669	TCGA-MS-A51U	0.7017		224.3088	
brca	NM_001042669	TCGA-OL-A5RU	0.8005		142.5486	
brca	NM_001042669	TCGA-OL-A5RV	0.7809		146.0191	
brca	NM_001042669	TCGA-OL-A5RW	0.8540		52.7373	
brca	NM_001042669	TCGA-OL-A5RX	0.7917		181.7994	
brca	NM_001042669	TCGA-OL-A5RY	0.7732		279.3068	
brca	NM_001042669	TCGA-OL-A5RZ	0.8790		162.1483	
brca	NM_001042669	TCGA-OL-A5S0	0.5831		154.0996	
brca	NM_001042669	TCGA-OL-A66H	0.9021		90.4921	
brca	NM_001042669	TCGA-OL-A66I	0.8881		184.8722	
brca	NM_001042669	TCGA-OL-A66J	0.1391		178.4588	
brca	NM_001042669	TCGA-OL-A66K	0.7936		181.1211	
brca	NM_001042669	TCGA-OL-A66L	0.8116		121.5719	
brca	NM_001042669	TCGA-OL-A66N	0.8171		248.6667	
brca	NM_001042669	TCGA-OL-A66O	0.8694		39.2050	
brca	NM_001042669	TCGA-OL-A66P	0.6656		117.9856	
brca	NM_001042669	TCGA-OL-A6VO	0.8357		54.3989	
brca	NM_001042669	TCGA-OL-A6VR	0.8835		174.3231	
brca	NM_001042669	TCGA-PL-A8LZ	0.5438			
brca	NM_001042669	TCGA-S3-A6ZF	0.7856		156.0447	
brca	NM_001042669	TCGA-S3-A6ZG	0.9086		109.1455	
brca	NM_001042669	TCGA-S3-A6ZH	0.8217		105.5035	
brca	NM_001042669	TCGA-V7-A7HQ	0.8631		49.8828	
brca	NM_001042669	TCGA-W8-A86G	0.7351			
brca	NM_001042669	TCGA-XX-A899	0.7628			
brca	NM_001042669	TCGA-XX-A89A	0.4161			
brca	NM_001042669	TCGA-A1-A0SD			175.6679	
brca	NM_001042669	TCGA-A2-A04N			232.5674	
brca	NM_001042669	TCGA-A2-A04P			252.0747	
brca	NM_001042669	TCGA-A2-A04Q			177.7863	
brca	NM_001042669	TCGA-A2-A04T			306.7026	
brca	NM_001042669	TCGA-A2-A04U			63.3849	
brca	NM_001042669	TCGA-A2-A04V			169.0772	
brca	NM_001042669	TCGA-A2-A04W			221.5318	
brca	NM_001042669	TCGA-A2-A04X			223.8443	
brca	NM_001042669	TCGA-A2-A04Y			506.5239	
brca	NM_001042669	TCGA-A2-A0CL			276.5011	
brca	NM_001042669	TCGA-A2-A0CM			80.3046	
brca	NM_001042669	TCGA-A2-A0CP			358.5791	
brca	NM_001042669	TCGA-A2-A0CQ			101.4739	
brca	NM_001042669	TCGA-A2-A0CS			111.6751	
brca	NM_001042669	TCGA-A2-A0CU			127.9114	
brca	NM_001042669	TCGA-A2-A0CV			228.0758	
brca	NM_001042669	TCGA-A2-A0CW			141.6870	
brca	NM_001042669	TCGA-A2-A0CX			139.6428	
brca	NM_001042669	TCGA-A2-A0CY			74.8926	
brca	NM_001042669	TCGA-A2-A0CZ			308.0952	
brca	NM_001042669	TCGA-A2-A0D0			98.4349	
brca	NM_001042669	TCGA-A2-A0D1			84.2849	
brca	NM_001042669	TCGA-A2-A0D2			131.9534	
brca	NM_001042669	TCGA-A2-A0D3			104.7880	
brca	NM_001042669	TCGA-A2-A0D4			227.3750	
brca	NM_001042669	TCGA-A2-A0EM			141.3352	
brca	NM_001042669	TCGA-A2-A0EO			301.6499	
brca	NM_001042669	TCGA-A2-A0EQ			148.8083	
brca	NM_001042669	TCGA-A2-A0ER			89.8044	
brca	NM_001042669	TCGA-A2-A0ES			307.2351	
brca	NM_001042669	TCGA-A2-A0ET			59.3174	
brca	NM_001042669	TCGA-A2-A0EV			217.5439	
brca	NM_001042669	TCGA-A2-A0EW			339.7095	
brca	NM_001042669	TCGA-A2-A0EX			249.5622	
brca	NM_001042669	TCGA-A2-A0EY			139.0413	
brca	NM_001042669	TCGA-A2-A0T3			117.5092	
brca	NM_001042669	TCGA-A7-A0CD			77.6614	
brca	NM_001042669	TCGA-A7-A0CE			95.6013	275.2381
brca	NM_001042669	TCGA-A7-A0CG			351.6484	
brca	NM_001042669	TCGA-A7-A0CH			92.4593	464.5040
brca	NM_001042669	TCGA-A7-A0CJ			187.9423	
brca	NM_001042669	TCGA-A7-A0DA			113.7885	
brca	NM_001042669	TCGA-A7-A0DB			165.9163	686.0825
brca	NM_001042669	TCGA-A7-A56D			36.7156	
brca	NM_001042669	TCGA-A8-A06N			44.9748	
brca	NM_001042669	TCGA-A8-A06O			361.0096	
brca	NM_001042669	TCGA-A8-A06P			350.6279	
brca	NM_001042669	TCGA-A8-A06Q			37.4759	
brca	NM_001042669	TCGA-A8-A06R			221.9210	
brca	NM_001042669	TCGA-A8-A06T			78.5039	
brca	NM_001042669	TCGA-A8-A06U			83.6250	
brca	NM_001042669	TCGA-A8-A06X			71.0383	
brca	NM_001042669	TCGA-A8-A06Y			63.7747	
brca	NM_001042669	TCGA-A8-A06Z			48.6353	
brca	NM_001042669	TCGA-A8-A076			119.6172	
brca	NM_001042669	TCGA-A8-A079			104.3626	
brca	NM_001042669	TCGA-A8-A07B			142.8571	
brca	NM_001042669	TCGA-A8-A07C			103.1915	
brca	NM_001042669	TCGA-A8-A07E			371.0602	
brca	NM_001042669	TCGA-A8-A07F			185.2577	
brca	NM_001042669	TCGA-A8-A07G			221.1538	
brca	NM_001042669	TCGA-A8-A07I			244.7360	
brca	NM_001042669	TCGA-A8-A07J			318.8039	
brca	NM_001042669	TCGA-A8-A07L			111.3777	
brca	NM_001042669	TCGA-A8-A07O			92.4043	
brca	NM_001042669	TCGA-A8-A07P			116.7934	
brca	NM_001042669	TCGA-A8-A07R			72.0288	
brca	NM_001042669	TCGA-A8-A07S			97.7324	
brca	NM_001042669	TCGA-A8-A07U			167.9688	
brca	NM_001042669	TCGA-A8-A07W			123.3018	
brca	NM_001042669	TCGA-A8-A07Z			67.3097	
brca	NM_001042669	TCGA-A8-A081			69.9610	
brca	NM_001042669	TCGA-A8-A082			248.4000	
brca	NM_001042669	TCGA-A8-A083			52.2078	
brca	NM_001042669	TCGA-A8-A084			89.3358	
brca	NM_001042669	TCGA-A8-A085			93.5800	
