index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
A4.B000610.3_56_F.1.1-1	nan	3m	1	A4.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3284	5678.733	3	9	3_bladder cell
A4.B002771.3_39_F.1.1-1	nan	3m	1	A4.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4443	6059.2095	1	1	1_bladder cell
A4.D041914.3_8_M.1.1-1	nan	3m	1	A4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	8091	6746.905	3	10	3_bladder cell
A4.D042253.3_9_M.1.1-1	nan	3m	1	A4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4401	6397.2197	4	4	4_bladder cell
A4.MAA000487.3_10_M.1.1-1	nan	3m	1	A4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4195	5637.235	1	8	1_bladder cell
A5.B000610.3_56_F.1.1-1	nan	3m	1	A5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4090	5440.8765	5	3	5_bladder urothelial cell
A5.D041914.3_8_M.1.1-1	nan	3m	1	A5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5445	5835.2676	3	10	3_bladder cell
A5.D042253.3_9_M.1.1-1	nan	3m	1	A5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4157	6303.206	4	4	4_bladder cell
A6.B000610.3_56_F.1.1-1	nan	3m	1	A6.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4189	5378.437	5	3	5_bladder urothelial cell
A6.D041914.3_8_M.1.1-1	nan	3m	1	A6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	6167	6230.0605	3	10	3_bladder cell
A6.D042253.3_9_M.1.1-1	nan	3m	1	A6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4388	6304.197	4	4	4_bladder cell
A6.MAA000487.3_10_M.1.1-1	nan	3m	1	A6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5069	6096.663	1	8	1_bladder cell
A7.B000610.3_56_F.1.1-1	nan	3m	1	A7.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4788	6088.9463	5	3	5_bladder urothelial cell
A7.B002771.3_39_F.1.1-1	nan	3m	1	A7.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4806	5646.48	1	1	1_bladder cell
A7.D041914.3_8_M.1.1-1	nan	3m	1	A7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	7650	6044.2554	3	10	3_bladder cell
A7.D042253.3_9_M.1.1-1	nan	3m	1	A7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4909	6575.1167	4	4	4_bladder cell
A7.MAA000487.3_10_M.1.1-1	nan	3m	1	A7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5420	6208.313	1	8	1_bladder cell
A8.B000610.3_56_F.1.1-1	nan	3m	1	A8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_56_F	nan	female	nan	3817	5682.491	0	0	0_bladder urothelial cell
A8.D041914.3_8_M.1.1-1	nan	3m	1	A8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	7628	6106.12	1	1	1_bladder cell
A8.D042253.3_9_M.1.1-1	nan	3m	1	A8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4937	7183.0796	1	8	1_bladder cell
A8.MAA000487.3_10_M.1.1-1	nan	3m	1	A8.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5430	7375.1914	2	5	2_bladder urothelial cell
A9.B000610.3_56_F.1.1-1	nan	3m	1	A9.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_56_F	nan	female	nan	3916	5255.6113	0	0	0_bladder urothelial cell
A9.B002764.3_38_F.1.1-1	nan	3m	1	A9.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3687	5712.5054	5	3	5_bladder urothelial cell
A9.B002771.3_39_F.1.1-1	nan	3m	1	A9.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5190	6075.9194	5	3	5_bladder urothelial cell
A9.D041914.3_8_M.1.1-1	nan	3m	1	A9.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4641	5645.242	1	9	1_bladder cell
A9.D042253.3_9_M.1.1-1	nan	3m	1	A9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4775	6501.536	1	8	1_bladder cell
A9.MAA000487.3_10_M.1.1-1	nan	3m	1	A9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6068	6885.563	2	5	2_bladder urothelial cell
B1.D042253.3_9_M.1.1-1	nan	3m	1	B1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5191	6923.864	4	4	4_bladder cell
B10.B000610.3_56_F.1.1-1	nan	3m	1	B10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	3817	5667.765	5	3	5_bladder urothelial cell
B10.B002771.3_39_F.1.1-1	nan	3m	1	B10.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5960	6802.7485	5	3	5_bladder urothelial cell
B10.D041914.3_8_M.1.1-1	nan	3m	1	B10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5705	5836.093	1	1	1_bladder cell
B10.D042253.3_9_M.1.1-1	nan	3m	1	B10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5382	7000.344	4	4	4_bladder cell
B10.MAA000487.3_10_M.1.1-1	nan	3m	1	B10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6195	6746.909	2	5	2_bladder urothelial cell
B11.D041914.3_8_M.1.1-1	nan	3m	1	B11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4747	6606.7676	1	1	1_bladder cell
B11.D042253.3_9_M.1.1-1	nan	3m	1	B11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4962	7419.057	1	8	1_bladder cell
B11.MAA000487.3_10_M.1.1-1	nan	3m	1	B11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5725	6855.52	2	5	2_bladder urothelial cell
B12.B000610.3_56_F.1.1-1	nan	3m	1	B12.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4817	6501.8486	5	3	5_bladder urothelial cell
B12.D041914.3_8_M.1.1-1	nan	3m	1	B12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4559	6560.463	1	1	1_bladder cell
B12.D042253.3_9_M.1.1-1	nan	3m	1	B12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	6580	8506.191	4	4	4_bladder cell
B12.MAA000487.3_10_M.1.1-1	nan	3m	1	B12.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6682	7223.764	2	5	2_bladder urothelial cell
B13.B000610.3_56_F.1.1-1	nan	3m	1	B13.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3092	5469.138	3	9	3_bladder cell
B13.B002771.3_39_F.1.1-1	nan	3m	1	B13.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5298	6310.7363	5	3	5_bladder urothelial cell
B13.D041914.3_8_M.1.1-1	nan	3m	1	B13.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5561	6943.1616	1	1	1_bladder cell
B13.D042253.3_9_M.1.1-1	nan	3m	1	B13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4573	6646.2236	4	4	4_bladder cell
B13.MAA000487.3_10_M.1.1-1	nan	3m	1	B13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5860	7069.515	2	5	2_bladder urothelial cell
B14.B000610.3_56_F.1.1-1	nan	3m	1	B14.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	2846	5027.6885	1	1	1_bladder cell
B14.D041914.3_8_M.1.1-1	nan	3m	1	B14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5551	6450.721	1	9	1_bladder cell
B14.D042253.3_9_M.1.1-1	nan	3m	1	B14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4844	7335.3765	1	8	1_bladder cell
B15.B002764.3_38_F.1.1-1	nan	3m	1	B15.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	3323	5688.722	0	0	0_bladder urothelial cell
B15.D042253.3_9_M.1.1-1	nan	3m	1	B15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5953	7753.722	2	5	2_bladder urothelial cell
B15.MAA000487.3_10_M.1.1-1	nan	3m	1	B15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	7622	7942.564	2	7	2_bladder urothelial cell
B16.B000610.3_56_F.1.1-1	nan	3m	1	B16.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3178	6110.373	3	9	3_bladder cell
B16.D042253.3_9_M.1.1-1	nan	3m	1	B16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5705	7824.9277	6	5	6_bladder urothelial cell
B16.MAA000487.3_10_M.1.1-1	nan	3m	1	B16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5646	7334.066	2	7	2_bladder urothelial cell
B17.B002764.3_38_F.1.1-1	nan	3m	1	B17.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	4454	6363.353	0	0	0_bladder urothelial cell
B17.D041914.3_8_M.1.1-1	nan	3m	1	B17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5572	6408.3677	6	6	6_bladder urothelial cell
B17.D042253.3_9_M.1.1-1	nan	3m	1	B17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5407	7631.586	2	7	2_bladder urothelial cell
B17.MAA000487.3_10_M.1.1-1	nan	3m	1	B17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5284	7320.0396	2	7	2_bladder urothelial cell
B18.B002764.3_38_F.1.1-1	nan	3m	1	B18.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	3046	5435.8013	0	0	0_bladder urothelial cell
B18.D041914.3_8_M.1.1-1	nan	3m	1	B18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	7231	6546.1567	6	6	6_bladder urothelial cell
B18.MAA000487.3_10_M.1.1-1	nan	3m	1	B18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5211	7098.6943	2	7	2_bladder urothelial cell
B19.D041914.3_8_M.1.1-1	nan	3m	1	B19.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	3971	5775.616	6	6	6_bladder urothelial cell
B19.D042253.3_9_M.1.1-1	nan	3m	1	B19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6091	7674.6807	2	5	2_bladder urothelial cell
B19.MAA000487.3_10_M.1.1-1	nan	3m	1	B19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	7529	8572.992	2	7	2_bladder urothelial cell
B2.D041914.3_8_M.1.1-1	nan	3m	1	B2.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4746	5756.425	3	10	3_bladder cell
B2.D042253.3_9_M.1.1-1	nan	3m	1	B2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4795	6598.153	4	4	4_bladder cell
B2.MAA000487.3_10_M.1.1-1	nan	3m	1	B2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4838	6370.572	4	4	4_bladder cell
B20.D041914.3_8_M.1.1-1	nan	3m	1	B20.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4088	5371.4375	6	6	6_bladder urothelial cell
B20.D042253.3_9_M.1.1-1	nan	3m	1	B20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	6398	7304.435	2	7	2_bladder urothelial cell
B21.D041914.3_8_M.1.1-1	nan	3m	1	B21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5865	6350.5615	5	3	5_bladder urothelial cell
B21.D042253.3_9_M.1.1-1	nan	3m	1	B21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	6076	7698.82	2	7	2_bladder urothelial cell
B21.MAA000487.3_10_M.1.1-1	nan	3m	1	B21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	6623	7357.818	2	7	2_bladder urothelial cell
B22.D041914.3_8_M.1.1-1	nan	3m	1	B22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5663	6416.955	6	6	6_bladder urothelial cell
B22.D042253.3_9_M.1.1-1	nan	3m	1	B22.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5519	7805.351	2	7	2_bladder urothelial cell
B22.MAA000487.3_10_M.1.1-1	nan	3m	1	B22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	3952	5971.846	2	7	2_bladder urothelial cell
B3.B000610.3_56_F.1.1-1	nan	3m	1	B3.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3126	5143.299	3	9	3_bladder cell
B3.D041914.3_8_M.1.1-1	nan	3m	1	B3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3458	5029.2246	3	10	3_bladder cell
B3.D042253.3_9_M.1.1-1	nan	3m	1	B3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4298	6364.2163	4	4	4_bladder cell
B3.MAA000487.3_10_M.1.1-1	nan	3m	1	B3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	3378	5252.124	1	8	1_bladder cell
B4.B000610.3_56_F.1.1-1	nan	3m	1	B4.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3565	5764.4707	1	1	1_bladder cell
B4.D041914.3_8_M.1.1-1	nan	3m	1	B4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	8361	7370.0513	3	10	3_bladder cell
B4.D042253.3_9_M.1.1-1	nan	3m	1	B4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4567	6788.6167	4	4	4_bladder cell
B4.MAA000487.3_10_M.1.1-1	nan	3m	1	B4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5093	7176.52	1	8	1_bladder cell
B5.B000610.3_56_F.1.1-1	nan	3m	1	B5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4342	5883.876	5	3	5_bladder urothelial cell
B5.D041914.3_8_M.1.1-1	nan	3m	1	B5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	8551	7141.2646	3	10	3_bladder cell
B5.D042253.3_9_M.1.1-1	nan	3m	1	B5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5365	6802.3223	4	4	4_bladder cell
B5.MAA000487.3_10_M.1.1-1	nan	3m	1	B5.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	3471	5520.6235	4	4	4_bladder cell
B6.D041914.3_8_M.1.1-1	nan	3m	1	B6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	8247	6532.545	3	10	3_bladder cell
B6.D042253.3_9_M.1.1-1	nan	3m	1	B6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4744	6559.531	1	1	1_bladder cell
B6.MAA000487.3_10_M.1.1-1	nan	3m	1	B6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4116	5689.3535	4	4	4_bladder cell
B7.B002771.3_39_F.1.1-1	nan	3m	1	B7.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	4221	5574.833	3	9	3_bladder cell
B7.D041914.3_8_M.1.1-1	nan	3m	1	B7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	7121	6266.3125	3	10	3_bladder cell
B7.D042253.3_9_M.1.1-1	nan	3m	1	B7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4320	6227.175	4	4	4_bladder cell
B7.MAA000487.3_10_M.1.1-1	nan	3m	1	B7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4290	5760.743	4	4	4_bladder cell
B8.B000610.3_56_F.1.1-1	nan	3m	1	B8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4598	6216.2905	5	3	5_bladder urothelial cell
B8.B002771.3_39_F.1.1-1	nan	3m	1	B8.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5797	6456.0835	5	3	5_bladder urothelial cell
B8.D041914.3_8_M.1.1-1	nan	3m	1	B8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5266	6730.9014	1	1	1_bladder cell
B8.D042253.3_9_M.1.1-1	nan	3m	1	B8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4673	6387.474	1	8	1_bladder cell
B8.MAA000487.3_10_M.1.1-1	nan	3m	1	B8.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6497	7229.2812	2	5	2_bladder urothelial cell
B9.B000610.3_56_F.1.1-1	nan	3m	1	B9.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4028	5804.508	0	3	0_bladder urothelial cell
B9.B002771.3_39_F.1.1-1	nan	3m	1	B9.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5535	6203.0796	5	3	5_bladder urothelial cell
B9.D041914.3_8_M.1.1-1	nan	3m	1	B9.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5971	6994.063	3	10	3_bladder cell
B9.D042253.3_9_M.1.1-1	nan	3m	1	B9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4869	6542.5527	1	8	1_bladder cell
B9.MAA000487.3_10_M.1.1-1	nan	3m	1	B9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5538	7063.7686	6	5	6_bladder urothelial cell
C1.B000610.3_56_F.1.1-1	nan	3m	1	C1.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3169	5291.7886	3	9	3_bladder cell
C1.B002771.3_39_F.1.1-1	nan	3m	1	C1.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	3996	6209.1997	1	1	1_bladder cell
C1.D041914.3_8_M.1.1-1	nan	3m	1	C1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4000	5668.1353	3	9	3_bladder cell
C1.D042253.3_9_M.1.1-1	nan	3m	1	C1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5030	6309.258	4	4	4_bladder cell
C1.MAA000487.3_10_M.1.1-1	nan	3m	1	C1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4374	6082.5923	4	4	4_bladder cell
C10.B000610.3_56_F.1.1-1	nan	3m	1	C10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4514	6353.775	5	3	5_bladder urothelial cell
C10.D041914.3_8_M.1.1-1	nan	3m	1	C10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4929	6593.2695	1	1	1_bladder cell
C10.D042253.3_9_M.1.1-1	nan	3m	1	C10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4632	6145.2266	1	8	1_bladder cell
C10.MAA000487.3_10_M.1.1-1	nan	3m	1	C10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6590	6690.828	2	5	2_bladder urothelial cell
C11.D041914.3_8_M.1.1-1	nan	3m	1	C11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5538	7086.723	3	10	3_bladder cell
C11.D042253.3_9_M.1.1-1	nan	3m	1	C11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4908	7100.223	1	1	1_bladder cell
C11.MAA000487.3_10_M.1.1-1	nan	3m	1	C11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5788	6596.7275	2	5	2_bladder urothelial cell
C12.D041914.3_8_M.1.1-1	nan	3m	1	C12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4818	6231.2124	1	1	1_bladder cell
